fecha,boletin,titulo,status,fecha_sort,boletin
31/08/2015,10275-03,"Modifica la ley N°19.496, sobre Protección de los Derechos del Consumidor, para ampliar el plazo para retractarse en los contratos celebrados por medios electrónicos o por cualquier otra forma de comunicación a distancia",En tramitación,2015/08/31,10275-03
18/08/2015,10262-04,"Modifica la ley N°20.370, General de Educación, para establecer como deber de los establecimientos educacionales el incorporar en sus mallas curriculares contenidos o módulos de educación financiera.",Archivado,2015/08/18,10262-04
07/08/2015,10240-08,Establece nuevos sistemas de transmisión de energía eléctrica y crea un organismo coordinador independiente del sistema eléctrico nacional.,Publicado,2015/08/07,10240-08
05/08/2015,10226-03,"Modifica el artículo 37 de la ley N° 19.496, sobre protección de los derechos de los consumidores, a fin de establecer nuevas obligaciones a los proveedores de crédito y a las empresas de cobranza extrajudicial.",Publicado,2015/08/05,10226-03
21/07/2015,10198-11,Proyecto de ley que regula la distribución de alimentos aptos para el consumo humano,En tramitación,2015/07/21,10198-11
06/07/2015,10176-07,Modifica el requerimiento de pago de las obligaciones con cláusula de aceleración.,Archivado,2015/07/06,10176-07
02/07/2015,10173-11,"Modifica la ley N° 19.419 que Regula actividades que indica relacionadas con el tabaco, en relación con los lugares en que se prohíbe fumar.",En tramitación,2015/07/02,10173-11
01/07/2015,10161-08,"Modifica la Ley General de Servicios Eléctricos, para introducir mecanismos de equidad en las tarifas eléctricas.",Publicado,2015/07/01,10161-08
30/06/2015,10163-14,Transparencia del mercado del suelo e incrementos de valor por ampliaciones del límite urbano,Publicado,2015/06/30,10163-14
25/06/2015,10140-07,"Previene y sanciona los conflictos de intereses, y modifica normas sobre inhabilidades e incompatibilidades en el ejercicio de la función pública.",En tramitación,2015/06/25,10140-07
24/06/2015,10152-03,"Modifica la ley N° 19.496 sobre protección de los derechos del consumidor, estableciendo exigencias en materia de otorgamiento de créditos a estudiantes.",En tramitación,2015/06/24,10152-03
18/06/2015,10143-03,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, para establecer un límite máximo al alza de las tarifas o valor de pasajes del transporte interprovincial, interurbano y rural de pasajeros, en épocas de alta demanda.",En tramitación,2015/06/18,10143-03
17/06/2015,10137-06,"Modifica la ley N°16.282, en materia de sanción a los actos de especulación o acaparamiento de bienes de primera necesidad en casos de sismos y catástrofes.",En tramitación,2015/06/17,10137-06
17/06/2015,10133-03,"Modifica las leyes N°s 19.496 y 19.628, para regular la protección de la vida privada en lo relativo al envío de publicidad.",En tramitación,2015/06/17,10133-03
15/06/2015,10124-03,"Modifica la ley Nº 19.496, sobre protección de los derechos de los consumidores, para regular la devolución del dinero pagado y la restitución del bien adquirido en el caso del comercio electrónico.",Archivado,2015/06/15,10124-03
09/06/2015,10111-03,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, para otorgar preferencia en la tramitación judicial de las acciones basadas en intereses colectivos o difusos.",En tramitación,2015/06/09,10111-03
20/05/2015,10065-03,"Modifica el texto refundido, coordinado y sistematizado del Título I de la ley N° 16.282, con el objeto de sancionar el aumento de precios de bodegaje y transporte de los artículos que indica, en caso de sismos o catástrofes.",En tramitación,2015/05/20,10065-03
18/05/2015,10054-12,Regula el uso de plásticos desechables de un solo uso.,En tramitación,2015/05/18,10054-12
07/05/2015,10039-11,"Modifica la ley N° 20.606, sobre Composición Nutricional de los Alimentos y su Publicidad, para exigir un etiquetado especial en el caso de los alimentos genéticamente modificados.",En tramitación,2015/05/07,10039-11
05/05/2015,10032-03,"Modifica la ley General de Bancos, en materia de pago de obligaciones hipotecarias con letras de crédito.",En tramitación,2015/05/05,10032-03
22/04/2015,10028-03,"Modifica el decreto ley N°1224, de 1975, que crea el Servicio Nacional de Turismo, estableciendo la publicación de la nómina de los prestadores de servicios turísticos registrados.",En tramitación,2015/04/22,10028-03
21/04/2015,10008-04,Crea el Sistema de Desarrollo Profesional Docente y modifica otras normas,Publicado,2015/04/21,10008-04
21/04/2015,10007-15,"Introduce mejoras al transporte público remunerado de pasajeros, modificando las disposiciones legales que indica",Publicado,2015/04/21,10007-15
20/04/2015,10006-03,"Modifica la ley N° 19.496, sobre Protección de los Derechos del Consumidor, imponiendo al proveedor la obligación de emitir boletas o facturas cuya información no se borre con el paso del tiempo.",En tramitación,2015/04/20,10006-03
15/04/2015,9986-03,Modifica la ley que establece normas sobre protección de los derechos de los consumidores con el fin de homologar los precios que ofrecen los proveedores cualquiera que fuese la forma de pago.,En tramitación,2015/04/15,9986-03
15/04/2015,9991-03,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, con el objeto de establecer una compensación en favor de los usuarios de servicios básicos por la suspensión injustificada de estos últimos.",En tramitación,2015/04/15,9991-03
13/04/2015,9982-03,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, con el objeto de exigir la incorporación de un sello que certifique el nivel de seguridad de los vehículos.",En tramitación,2015/04/13,9982-03
09/04/2015,9980-03,"Modifica la ley N° 19.496, que Establece Normas sobre Protección de los Derechos de los Consumidores, para permitir la transferencia de un pasaje aéreo, por parte de su titular a un tercero, en las condiciones que indica.",En tramitación,2015/04/09,9980-03
18/03/2015,9945-03,"Modifica la ley N°19.496, que Establece normas sobre protección de los derechos de los consumidores, para la certificación gratuita de título y estudios a favor de los egresados de las instituciones de educación superior.",En tramitación,2015/03/18,9945-03
17/03/2015,9934-03,Modifica diversos cuerpos legales en materia de delitos contra la libre competencia.,En tramitación,2015/03/17,9934-03
10/03/2015,9916-03,Modifica diversos cuerpos legales con el fin de estandarizar los contratos de adhesión.,En tramitación,2015/03/10,9916-03
29/01/2015,9890-08,Modifica la ley de Servicios de Gas y otras disposiciones legales que indica.,Publicado,2015/01/29,9890-08
27/01/2015,9884-03,Regula la publicidad de las tarifas en las autopistas.,Archivado,2015/01/27,9884-03
13/01/2015,9851-11,Crea un Sistema de Protección Financiera para Tratamientos de Alto costo y rinde homenaje póstumo a don Luis Ricarte Soto Gallegos,Publicado,2015/01/13,9851-11
17/12/2014,9811-03,"Modifica la ley que establece normas sobre protección de los derechos de los consumidores para establecer la presunción de daño moral, respecto de las infracciones que causen muerte o lesiones, que impliquen engaño masivo o interrupción o mal funcionamiento en servicios básicos.",Archivado,2014/12/17,9811-03
17/12/2014,9812-03,Modifica la ley que establece normas sobre protección de los derechos de los consumidores para incorporar en el procedimiento especial para protección del interés colectivo o difuso el resarcimiento del daño moral de los afectados.,Archivado,2014/12/17,9812-03
17/12/2014,9803-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, con el fin de sancionar el uso en la publicidad comercial de mensajes o contenidos denigratorios de la dignidad de la mujer.",Archivado,2014/12/17,9803-03
16/12/2014,9792-03,Modifica la ley que establece normas sobre protección de los derechos de los consumidores para fijar criterios en la determinación de las indemnizaciones.,Archivado,2014/12/16,9792-03
16/12/2014,9793-05,Modifica la Ley General de Bancos con el fin de establecer que las entidades bancarias privadas tienen la obligación de instalar y mantener un número mínimo de cajeros automáticos por comuna.,Archivado,2014/12/16,9793-05
09/12/2014,9767-15,Exige a los operadores de telefonía móvil registrar los datos personales de los clientes que adquieran una línea en la modalidad de prepago.,En tramitación,2014/12/09,9767-15
27/11/2014,9756-03,Establece el Día Nacional del Consumidor,En tramitación,2014/11/27,9756-03
26/11/2014,9743-03,"Modifica la ley N° 19.496, con el propósito de establecer medidas de protección en favor de los consumidores que adquieren cilindros de gas domiciliario.",En tramitación,2014/11/26,9743-03
24/11/2014,9735-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, para establecer como causa preferente para su vista y fallo aquellas vinculadas a infracciones a esta normativa en el caso que indica.",En tramitación,2014/11/24,9735-03
24/11/2014,9736-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, para establecer obligación que indica a los oferentes de bienes y servicios, en relación con ofertas enviadas por correo electrónico.",En tramitación,2014/11/24,9736-03
24/11/2014,9733-03,Modifica la ley que establece normas sobre protección de los derechos de los consumidores para hacer obligatorio el sello SERNAC que regula el Título V del mismo cuerpo legal.,Archivado,2014/11/24,9733-03
18/11/2014,9728-03,Amplía en la ley que establece normas sobre protección de los derechos de los consumidores el catálogo de cláusulas abusivas de uso frecuente en los contratos de adhesión.,En tramitación,2014/11/18,9728-03
17/11/2014,9729-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, con el objeto de regular el cobro del servicio de parquímetros y estacionamientos en los lugares que indica.",Publicado,2014/11/17,9729-03
10/11/2014,9709-03,"Modifica la ley N° 19.496, con el objeto de exigir a las empresas proveedoras de servicios que proporcionen información sobre la suspensión de los mismos, en las boletas que emitan.",En tramitación,2014/11/10,9709-03
05/11/2014,9703-03,"Modifica la ley N° 19.496, con el objeto de establecer el derecho a la información sobre los componentes de productos alimenticios destinados al consumo humano",En tramitación,2014/11/05,9703-03
29/10/2014,9680-11,Impone a los establecimientos comerciales que indica la obligación de entregar un servicio gratuito de agua potable ordinaria para el consumo de sus clientes.,Archivado,2014/10/29,9680-11
21/10/2014,9660-03,"Modifica la ley N° 19.496, sobre protección de los derechos de los consumidores, para excluir a las empresas de menor tamaño de la clase de los proveedores que dicho cuerpo legal establece.",Archivado,2014/10/21,9660-03
